,id,atm_group,address,address_rus,lat,long,target,city,city_area,city_district,federal_district,fast_food,cafe,bar,pub,restaurant,college,kindergarten,library,training,school,traffic_park,university,bicycle_parking,bus_station,car_sharing,fuel,parking,taxi,atm,payment_terminal,bank,bureau_de_change,money_transfer,payment_centre,clinic,hospital,pharmacy,social_facility,cinema,community_centre,conference_centre,events_venue,exhibition_centre,nightclub,social_centre,theatre,police,post_box,post_office,toilets,internet_cafe,marketplace,"apartments, detached",detached,hotel,residential,commercial,industrial,kiosk,office,retail,supermarket,warehouse,religious,church,government,station,tram,platform,administrative,population
10,1992.0,496.5,GORKOGO 20                TAMBOV      ,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.0484357394087966,Тамбов,,,Тамбовская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1704
11,1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033259,129.736382,-0.0642932974491817,Городской округ Якутск,городской округ Якутск,,Республика Саха (Якутия),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2006.0,496.5,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577108,42.05437,-0.1001214289644553,Муром,городской округ Муром,,Владимирская область,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,714
13,2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180598,36.655611,-0.0008294956654186,,Боровский район,,Калужская область,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,408
14,2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.0476678404207127,,Жуковский район,,Калужская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78
15,2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.017372643984509,,Мухоршибирский район,,Республика Бурятия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683,-0.0276573657875183,,Новосибирский район,,Новосибирская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,960
17,2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.0778711918613832,,Чебоксарский муниципальный округ,,Чувашия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.0506266855287384,,Черлакский район,,Омская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,63
19,2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.070803,158.58752,0.0190607428520956,Петропавловск-Камчатский,городской округ Петропавловск-Камчатский,,Камчатский край,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.0274751961229577,,Медведевский район,,Марий Эл,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960
21,2035.0,496.5,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.1013755908540726,Киров,городской округ Киров,,Кировская область,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6030
22,2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.153504,-0.086529509128304,Оренбург,городской округ Оренбург,,Оренбургская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2811
23,2873.0,496.5,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.0732875290072723,Чита,городской округ Чита,,Забайкальский край,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,990
24,2876.0,496.5,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",58.594438,49.666657,-0.1105973682659273,Киров,городской округ Киров,,Кировская область,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,810
25,2877.0,496.5,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.0787939986779948,,Пристенский район,,Курская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,84
26,2897.0,496.5,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",55.442245,65.35418,-0.0261465882319446,Курган,городской округ Курган,,Курганская область,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5343
27,2900.0,496.5,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.0182088275363533,,Калачинский район,,Омская область,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2914.0,496.5,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.0613509276698259,,Елизовский район,,Камчатский край,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
29,2923.0,496.5,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.0447300215074948,Иваново,городской округ Иваново,,Ивановская область,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3936
30,2951.0,496.5,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.0632106189153011,городской округ Курск,,,Курская область,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3900
31,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.0560772655674922,,Крутинский район,,Омская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.072754581511643,,Почепский район,,Брянская область,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.1166702729015236,,Октябрьский район,,Курская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.1450012314747548,Новосибирск,,,Новосибирская область,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1080
35,4466.0,496.5,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.072514123951843,Чебоксары,городской округ Чебоксары,,Чувашия,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
36,4470.0,496.5,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.0038810733224638,,Киреевский район,,Тульская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300
37,4489.0,496.5,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.286909,-0.0592366742744187,,Акшинский муниципальный округ,,Забайкальский край,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
38,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.0980594476313604,Ульяновск,городской округ Ульяновск,,Ульяновская область,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4650
39,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,"Приморский край, г Спасск-Дальний, пер Базарный, д 4",44.5901175,132.8157288,0.0391906415946258,,городской округ Спасск-Дальний,,Приморский край,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4511.0,496.5,GRIGORENKO 8              LESOZAVODSK ,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.0297719821936396,,Лесозаводский городской округ,,Приморский край,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
41,4512.0,496.5,SEMIRECHENSKAYA 93        OMSK        ,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29667,-0.1265452639321686,Омск,городской округ Омск,,Омская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
42,4523.0,496.5,AVTOZAVODSKAYA 56         ULYANOVSK   ,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.1291552724331702,Ульяновск,городской округ Ульяновск,,Ульяновская область,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2343
43,4526.0,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.0596248180663582,Воронеж,городской округ Воронеж,,Воронежская область,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1833
44,4542.0,496.5,B.KHMELNITSKOGO 81        EYSK        ,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.695209,38.283637,-0.0380044030102233,,Ейский район,,Краснодарский край,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0,1,0,762
45,4574.0,496.5,KALININA AVE. 15/1        TVER        ,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.85372,35.865292,-0.0257150526075146,городской округ Тверь,,Двор Пролетарки,Тверская область,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,4584.0,496.5,OKTIABRSKAYA 1            NAMTSY      ,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.71844,129.66555,-0.1450012314747548,,Намский улус,,Республика Саха (Якутия),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
47,4586.0,496.5,SVOBODY 51                IVANOVO     ,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.056721627370048,Иваново,городской округ Иваново,,Ивановская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1560
48,4588.0,496.5,PROFINTERNA 9/25          OMSK        ,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853,73.332046,-0.0063364060107538,Омск,городской округ Омск,,Омская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085
49,4594.0,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK  ,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.58633,34.560713,-0.0848792338682799,,Вышневолоцкий городской округ,,Тверская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,363
50,4606.0,496.5,KLUCHEVSKAYA 6B           ULAN-UDE    ,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888,107.632517,0.0407118469518227,Улан-Удэ,городской округ Улан-Удэ,,Республика Бурятия,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0
51,4608.0,496.5,BONDARENKO 37             IVANOVKA    ,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231,0.0160256404401101,,Ивановский муниципальный округ,,Амурская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4624.0,496.5,SOVETSKAYA 29             CHERDAKLY   ,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.0380959963131623,,Чердаклинский район,,Ульяновская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4649.0,496.5,LENINA 7                  YASNOGORSK  ,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.094318271574659,,Ясногорский район,,Тульская область,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490
54,4655.0,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.0228163231158557,,Елизовский район,,Камчатский край,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
55,4680.0,496.5,SHUHOVA 26                TULA        ,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.0908961794016929,Тула,городской округ Тула,,Тульская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4350
56,4685.0,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364,0.0130686225922281,,городской округ Первомайск,,Нижегородская область,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
57,4703.0,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.016529,158.649756,-0.1167487461572423,Петропавловск-Камчатский,городской округ Петропавловск-Камчатский,,Камчатский край,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
